DiseaseID,DiseaseName,disease_index
MESH:D004379,Duodenal Neoplasms,1903
MESH:D006390,Hemangioendothelioma,1904
MESH:D006869,Hydronephrosis,1905
MESH:D010307,Parotid Neoplasms,1906
MESH:D003969,Vipoma,1907
MESH:D020294,"Myasthenic Syndromes, Congenital",1908
MESH:D010510,Periodontal Diseases,1909
MESH:D020774,Pick Disease of the Brain,1910
MESH:D020323,Tics,1911
MESH:D006998,Hypochondriasis,1912
MESH:D009440,Neurasthenia,1913
MESH:D006201,Hair Diseases,1914
MESH:D012891,Sleep Apnea Syndromes,1915
MESH:D000370,Ageusia,1916
MESH:D000757,Anencephaly,1917
MESH:D002971,Cleft Lip,1918
MESH:D003117,Color Vision Defects,1919
MESH:D000013,Congenital Abnormalities,1920
MESH:D005494,Folic Acid Deficiency,1921
MESH:D007021,Hypospadias,1922
MESH:D019767,Maxillofacial Abnormalities,1923
MESH:D008591,Meningomyelocele,1924
MESH:D012607,Scotoma,1925
MESH:D016135,Spinal Dysraphism,1926
MESH:D013182,"Sprue, Tropical",1927
MESH:D064793,Teratogenesis,1928
MESH:D006502,Budd-Chiari Syndrome,1929
MESH:C538117,Human Herpesvirus 6 encephalitis,1930
MESH:D012173,Retinitis,1931
MESH:D002972,Cleft Palate,1932
MESH:D002340,Carotid Artery Diseases,1933
MESH:D007019,Hypoproteinemia,1934
MESH:D001650,Bile Duct Neoplasms,1935
MESH:D003528,"Carcinoma, Adenoid Cystic",1936
MESH:C531617,Amyotrophic lateral sclerosis 1,1937
MESH:D010591,Phantom Limb,1938
MESH:D011164,Porphyrias,1939
MESH:D020886,Somatosensory Disorders,1940
MESH:D020432,Trochlear Nerve Diseases,1941
MESH:D000084202,Chemotherapy-Related Cognitive Impairment,1942
MESH:D015140,"Dementia, Vascular",1943
MESH:D001117,Arenaviridae Infections,1944
MESH:D002044,Bunyaviridae Infections,1945
MESH:D003333,Coronaviridae Infections,1946
MESH:D018178,Flaviviridae Infections,1947
MESH:D018184,Paramyxoviridae Infections,1948
MESH:D010850,Picornaviridae Infections,1949
MESH:D012295,Rift Valley Fever,1950
MESH:D015775,"Fractures, Stress",1951
MESH:D012585,Sciatica,1952
MESH:D018237,Germinoma,1953
MESH:C564616,Spinocerebellar Ataxia 17,1954
MESH:D001237,Asphyxia,1955
MESH:D006349,Heart Valve Diseases,1956
MESH:D009137,"Muscular Dystrophy, Animal",1957
MESH:D016459,Prosthesis-Related Infections,1958
MESH:D013117,Spinal Cord Compression,1959
MESH:D002590,Cestode Infections,1960
MESH:D056647,Systemic Vasculitis,1961
MESH:D015576,Hyperostosis,1962
MESH:D017118,"Porphyria, Acute Intermittent",1963
MESH:D013217,Starvation,1964
MESH:D009008,"Abnormalities, Severe Teratoid",1965
MESH:D016640,"Diabetes, Gestational",1966
MESH:D012466,Salivary Gland Diseases,1967
MESH:D014006,Tinea Capitis,1968
MESH:D012562,"Schizophrenia, Disorganized",1969
MESH:D020152,Antithrombin III Deficiency,1970
MESH:D017700,"Embolism, Cholesterol",1971
MESH:C536610,Familial cerebral cavernous malformation,1972
MESH:D015432,"Glomerulonephritis, Membranoproliferative",1973
MESH:D020765,Intracranial Arterial Diseases,1974
MESH:D020766,Intracranial Embolism,1975
MESH:C564945,"Neuropathy, Painful",1976
MESH:D014848,Vulvovaginitis,1977
MESH:D057045,Laryngopharyngeal Reflux,1978
MESH:D059348,Peripheral Nerve Injuries,1979
MESH:D057973,Dent Disease,1980
MESH:D000752,"Anemia, Pernicious",1981
MESH:C537359,Methylmalonic acidemia with homocystinuria,1982
MESH:D011695,IgA Vasculitis,1983
MESH:D008947,Mixed Connective Tissue Disease,1984
MESH:D013625,Takayasu Arteritis,1985
OMIM:616739,"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 51",1986
MESH:D015207,"Osteoarthritis, Hip",1987
MESH:D011201,Poultry Diseases,1988
MESH:C535700,Malignant mesenchymal tumor,1989
MESH:D004881,Ergotism,1990
MESH:D005383,Finger Injuries,1991
MESH:D065630,"Hernias, Diaphragmatic, Congenital",1992
MESH:D009196,Myeloproliferative Disorders,1993
MESH:D000196,Actinomycosis,1994
MESH:D016863,Bacillaceae Infections,1995
MESH:D003015,Clostridium Infections,1996
MESH:D012569,Schizotypal Personality Disorder,1997
MESH:D001913,Bowen's Disease,1998
MESH:D017789,"Granuloma, Pyogenic",1999
MESH:D015769,"Granuloma, Respiratory Tract",2000
MESH:D014545,Urinary Calculi,2001
MESH:D010048,Ovarian Cysts,2002
MESH:D001014,Aortic Aneurysm,2003
MESH:D001265,Athletic Injuries,2004
MESH:D018276,"Carcinoma, Medullary",2005
MESH:D002805,Chondrocalcinosis,2006
MESH:D020773,Headache Disorders,2007
MESH:D034321,Hyperamylasemia,2008
MESH:D006955,Hypernatremia,2009
MESH:D009999,"Ossification, Heterotopic",2010
MESH:D010257,Paraneoplastic Syndromes,2011
MESH:D006831,Polyhydramnios,2012
MESH:D011546,Pseudohypoaldosteronism,2013
MESH:D019873,Schnitzler Syndrome,2014
MESH:D004240,Diverticulum,2015
MESH:D008831,Microcephaly,2016
MESH:D020326,Migraine without Aura,2017
MESH:D020447,Parasomnias,2018
MESH:D011557,Pseudorabies,2019
MESH:D055985,Latent Tuberculosis,2020
MESH:D014385,"Tuberculosis, Gastrointestinal",2021
MESH:D014390,"Tuberculosis, Meningeal",2022
MESH:D000219,Adams-Stokes Syndrome,2023
MESH:D011226,Pre-Excitation Syndromes,2024
MESH:D004932,Esophageal and Gastric Varices,2025
MESH:D003329,Coronary Vasospasm,2026
MESH:D053718,Scleromyxedema,2027
MESH:D001229,"Aspergillosis, Allergic Bronchopulmonary",2028
MESH:D008271,Mycetoma,2029
MESH:D013174,Sporotrichosis,2030
MESH:D014627,Vaginitis,2031
MESH:D000258,"Adenovirus Infections, Human",2032
MESH:D017229,Enterobiasis,2033
MESH:D008992,Monkey Diseases,2034
MESH:D010123,Oxyuriasis,2035
MESH:D013319,"Strongyle Infections, Equine",2036
MESH:D004884,Eructation,2037
MESH:D005124,Eye Abnormalities,2038
MESH:D007690,Polycystic Kidney Diseases,2039
MESH:D056889,Barth Syndrome,2040
MESH:D002006,Brucellosis,2041
MESH:D002178,"Candidiasis, Chronic Mucocutaneous",2042
MESH:C562581,"Hypercalcemia, Idiopathic, of Infancy",2043
MESH:C536082,"Hypercalciuria, childhood idiopathic",2044
MESH:D007973,Leukorrhea,2045
MESH:D060446,Phaeohyphomycosis,2046
MESH:D017695,Soft Tissue Injuries,2047
MESH:D000142,"Acidosis, Respiratory",2048
MESH:D059373,Mastodynia,2049
MESH:D020299,"Intracranial Hemorrhage, Hypertensive",2050
MESH:D009084,Mucopolysaccharidosis III,2051
MESH:D010468,Perceptual Disorders,2052
MESH:D050798,SUNCT Syndrome,2053
MESH:D001471,Barrett Esophagus,2054
MESH:D006551,"Hernia, Hiatal",2055
MESH:D045602,Steatorrhea,2056
MESH:D005533,Foot Dermatoses,2057
MESH:D006229,Hand Dermatoses,2058
MESH:C535323,Chromosome 5q Deletion Syndrome,2059
MESH:D001848,"Bone Diseases, Developmental",2060
MESH:D017237,Mitochondrial Encephalomyopathies,2061
MESH:D020335,Paraparesis,2062
MESH:D008796,Metrorrhagia,2063
MESH:D009214,Myoma,2064
MESH:D010378,Pedophilia,2065
MESH:D020194,Unverricht-Lundborg Syndrome,2066
MESH:D003233,"Conjunctivitis, Allergic",2067
MESH:C537968,Camptocormia,2068
MESH:D019578,Multiple System Atrophy,2069
MESH:C538421,Neurodegeneration with brain iron accumulation (NBIA),2070
MESH:C565276,"Parkinson Disease 6, Autosomal Recessive Early-Onset",2071
MESH:D018458,Persistent Vegetative State,2072
MESH:C537537,"Segawa syndrome, autosomal recessive",2073
MESH:D013494,"Supranuclear Palsy, Progressive",2074
MESH:D006969,"Hypersensitivity, Immediate",2075
MESH:D006209,Halitosis,2076
MESH:D000274,Adiposis Dolorosa,2077
MESH:C535438,Bidirectional tachycardia,2078
MESH:D004414,Dyspareunia,2079
MESH:D020226,Cavernous Sinus Thrombosis,2080
MESH:D019958,Attention Deficit and Disruptive Behavior Disorders,2081
MESH:D002526,Cerebellar Diseases,2082
MESH:D001037,Aphasia,2083
MESH:D004408,Dysgeusia,2084
MESH:D005258,Felty Syndrome,2085
MESH:C538446,Speech disturbance - use of faulty phrasing and unrelated words,2086
MESH:D005132,Eye Manifestations,2087
MESH:D005134,Eye Neoplasms,2088
MESH:D018302,"Neoplasms, Neuroepithelial",2089
MESH:D009187,Myelitis,2090
MESH:D012078,Renal Artery Obstruction,2091
MESH:D000303,Adrenal Cortex Diseases,2092
MESH:D014178,"Translocation, Genetic",2093
MESH:C537153,Hypomagnesemia primary,2094
MESH:D066088,Infant Death,2095
MESH:D008275,Magnesium Deficiency,2096
MESH:D013612,"Tachycardia, Ectopic Atrial",2097
MESH:C567144,"Anemia, Hypochromic Microcytic, With Iron Overload",2098
MESH:D000081029,Pulmonary Arterial Hypertension,2099
MESH:D008080,Liposarcoma,2100
MESH:D010508,Periodontal Abscess,2101
MESH:D014076,Tooth Diseases,2102
MESH:D014235,Trichinellosis,2103
MESH:D054038,Posterior Leukoencephalopathy Syndrome,2104
MESH:D007228,Infant Nutrition Disorders,2105
MESH:D044342,Malnutrition,2106
MESH:C563614,Long Qt Syndrome 2,2107
MESH:D015362,Child Nutrition Disorders,2108
MESH:D007815,Larva Migrans,2109
MESH:D017190,Secernentea Infections,2110
MESH:D013031,Sparganosis,2111
MESH:D013622,Taeniasis,2112
MESH:D018192,Lymphangioleiomyomatosis,2113
MESH:D016779,"Malaria, Cerebral",2114
MESH:D014353,"Trypanosomiasis, African",2115
MESH:D004685,"Encephalomyelitis, Venezuelan Equine",2116
MESH:D009050,"Fluorosis, Dental",2117
MESH:D006932,Hyperbilirubinemia,2118
MESH:D020179,Jet Lag Syndrome,2119
MESH:D008269,Macular Edema,2120
MESH:D054220,Malformations of Cortical Development,2121
MESH:D016574,Seasonal Affective Disorder,2122
MESH:D020178,"Sleep Disorders, Circadian Rhythm",2123
MESH:D000075363,Immunoglobulin Light-chain Amyloidosis,2124
MESH:C537372,Multi-centric Castleman's Disease,2125
MESH:D010026,Osteosclerosis,2126
MESH:C535469,Coproporphyria,2127
MESH:D018442,"Lymphoma, B-Cell, Marginal Zone",2128
MESH:D050500,"Pancreatitis, Chronic",2129
MESH:D003109,"Colonic Diseases, Functional",2130
MESH:D000083023,Colitis-Associated Neoplasms,2131
MESH:D056769,Alstrom Syndrome,2132
MESH:D009264,"Nails, Malformed",2133
MESH:D016136,Spina Bifida Occulta,2134
MESH:C538250,Amyopathic dermatomyositis,2135
MESH:D016918,"Arthritis, Reactive",2136
MESH:D002813,Chondrosarcoma,2137
MESH:D017675,CREST Syndrome,2138
MESH:D018325,Hemangioblastoma,2139
MESH:D007007,Hypohidrosis,2140
MESH:D016400,"Lymphoma, Large-Cell, Immunoblastic",2141
MESH:D009298,Nasal Polyps,2142
MESH:D010255,Paranasal Sinus Neoplasms,2143
MESH:D011271,"Pregnancy, Ectopic",2144
MESH:D025242,Spondylarthropathies,2145
MESH:D013899,Thoracic Neoplasms,2146
MESH:D014328,Trophoblastic Neoplasms,2147
MESH:D000377,Agnosia,2148
MESH:D003490,Cyanosis,2149
MESH:D056987,Vasoplegia,2150
MESH:D013001,Somatoform Disorders,2151
MESH:D020434,Abducens Nerve Diseases,2152
MESH:D001649,Bile Duct Diseases,2153
MESH:D018196,"Carcinoma, Adenosquamous",2154
MESH:D002528,Cerebellar Neoplasms,2155
MESH:D004673,"Encephalomyelitis, Acute Disseminated",2156
MESH:D004892,Erythema Multiforme,2157
MESH:D006312,"Hearing Loss, Bilateral",2158
MESH:D003639,"Hearing Loss, Sudden",2159
MESH:D046748,"Hematoma, Epidural, Spinal",2160
MESH:D009471,Neuromyelitis Optica,2161
MESH:D016727,Orbital Pseudotumor,2162
MESH:D015864,Panuveitis,2163
MESH:C538458,Rapidly progressive glomerulonephritis with pulmonary hemorrhage,2164
MESH:D023341,Chills,2165
MESH:D053714,Aspermia,2166
MESH:D003456,Cryptorchidism,2167
MESH:D006939,Hyperemesis Gravidarum,2168
MESH:D014653,Vascular Headaches,2169
MESH:D005414,Flatulence,2170
MESH:D012817,"Signs and Symptoms, Digestive",2171
MESH:D004066,Digestive System Diseases,2172
MESH:D017574,Parasystole,2173
MESH:D004749,Entamoebiasis,2174
MESH:D004761,"Enterocolitis, Pseudomembranous",2175
MESH:D052776,Female Urogenital Diseases,2176
MESH:D009059,Mouth Diseases,2177
MESH:D011528,Protozoan Infections,2178
MESH:D014245,Trichomonas Infections,2179
MESH:D014247,Trichomonas Vaginitis,2180
MESH:D043204,"Mineralocorticoid Excess Syndrome, Apparent",2181
MESH:D000795,Fabry Disease,2182
MESH:D005776,Gaucher Disease,2183
MESH:D003251,"Constriction, Pathologic",2184
MESH:C535953,Eosinophilic pustular folliculitis,2185
MESH:D005600,Fragile X Syndrome,2186
MESH:D017497,Hidradenitis Suppurativa,2187
MESH:D008589,Meningococcal Infections,2188
MESH:D016869,Ureaplasma Infections,2189
MESH:D005329,"Fetishism, Psychiatric",2190
MESH:D020260,"Heavy Metal Poisoning, Nervous System",2191
MESH:C535474,Corneal dystrophy Avellino type,2192
MESH:D003318,Corneal Opacity,2193
MESH:D000310,Adrenal Gland Neoplasms,2194
MESH:D055963,"Asthma, Aspirin-Induced",2195
MESH:D001250,"Asthma, Exercise-Induced",2196
MESH:D005596,"Fractures, Closed",2197
MESH:D020207,"Coma, Post-Head Injury",2198
MESH:D006819,Hyaline Membrane Disease,2199
MESH:D013705,Temporomandibular Joint Disorders,2200
MESH:D056735,Autoimmune Lymphoproliferative Syndrome,2201
MESH:D021081,Chronobiology Disorders,2202
MESH:D003555,Cystinuria,2203
MESH:D004403,Dysentery,2204
MESH:D006935,Hypercapnia,2205
MESH:D004172,Diplopia,2206
MESH:D006685,Hoarseness,2207
MESH:D001162,Arteriosclerosis Obliterans,2208
MESH:D017676,"Lichen Planus, Oral",2209
MESH:D010489,Periarthritis,2210
MESH:D014948,"Wounds, Gunshot",2211
MESH:D017439,"Cicatrix, Hypertrophic",2212
MESH:C536312,Juvenile pauciarticular chronic arthritis,2213
MESH:D054143,"Heart Failure, Systolic",2214
MESH:D065666,Mesenteric Ischemia,2215
MESH:D004653,Empyema,2216
MESH:D008480,Mediastinitis,2217
MESH:D015163,Superinfection,2218
MESH:D043171,Chromosomal Instability,2219
MESH:D007662,Ketosis,2220
MESH:D008060,Lipodystrophy,2221
MESH:D010383,Pellagra,2222
MESH:D002472,"Cell Transformation, Viral",2223
MESH:D001308,Auditory Perceptual Disorders,2224
MESH:D013166,Spondylitis,2225
MESH:D017542,"Aneurysm, Ruptured",2226
MESH:D020176,Tyrosinemias,2227
MESH:D016893,Carotid Stenosis,2228
MESH:D005311,Fetal Hypoxia,2229
MESH:D009444,"Neuritis, Autoimmune, Experimental",2230
MESH:D015862,Choroid Diseases,2231
MESH:D006484,Hemorrhoids,2232
MESH:D020339,Optic Nerve Glioma,2233
MESH:D009381,"Neoplasms, Radiation-Induced",2234
MESH:D011776,Pyuria,2235
MESH:D001044,Aphonia,2236
MESH:D000070624,Brain Contusion,2237
MESH:D020760,Spinal Cord Ischemia,2238
MESH:D020293,"Vasculitis, Central Nervous System",2239
MESH:D007516,"Adenoma, Islet Cell",2240
MESH:D018273,"Carcinoma, Islet Cell",2241
MESH:D002915,Chylous Ascites,2242
MESH:C566417,Endotoxin Hyporesponsiveness,2243
MESH:D010192,Pancreatic Pseudocyst,2244
MESH:D013945,Thymoma,2245
MESH:D016862,"Tuberculoma, Intracranial",2246
MESH:D046349,"Coproporphyria, Hereditary",2247
MESH:D057180,Frontotemporal Dementia,2248
MESH:C564133,"Ige Responsiveness, Atopic",2249
MESH:D014524,Urethral Obstruction,2250
MESH:D061206,Neoplasm Micrometastasis,2251
MESH:D019121,Burkholderia Infections,2252
MESH:D002916,Chylothorax,2253
MESH:D012035,Refsum Disease,2254
MESH:D019247,HIV Wasting Syndrome,2255
MESH:D012010,"Red-Cell Aplasia, Pure",2256
MESH:C554498,AIDS-related Kaposi sarcoma,2257
MESH:D000782,Aneuploidy,2258
MESH:D014067,Tonsillar Neoplasms,2259
MESH:D020295,Brain Stem Neoplasms,2260
MESH:C536063,Osteoporosis-pseudoglioma syndrome,2261
MESH:D013651,Taste Disorders,2262
MESH:D014949,"Wounds, Nonpenetrating",2263
MESH:D002539,Cerebral Arterial Diseases,2264
MESH:D013581,Synovial Cyst,2265
MESH:D009136,Muscular Dystrophies,2266
MESH:D002054,Burning Mouth Syndrome,2267
MESH:D055111,Failed Back Surgery Syndrome,2268
MESH:D014256,Trichotillomania,2269
MESH:D011024,"Pneumonia, Viral",2270
MESH:D000231,"Adenocarcinoma, Papillary",2271
MESH:C536404,"Nephrotic syndrome, idiopathic, steroid-resistant",2272
MESH:D012163,Retinal Detachment,2273
MESH:D005208,Fasciitis,2274
MESH:D006395,Hemarthrosis,2275
MESH:D009494,Neurosyphilis,2276
MESH:D014606,"Uveitis, Anterior",2277
MESH:C536773,"Syphilis, secondary",2278
MESH:D055013,"Osteoarthritis, Spine",2279
MESH:D010520,Aggressive Periodontitis,2280
MESH:D015161,"Dementia, Multi-Infarct",2281
MESH:D007589,Job Syndrome,2282
MESH:D007871,Leg Ulcer,2283
MESH:C564013,"Deafness, Aminoglycoside-Induced",2284
MESH:D052858,Cystocele,2285
MESH:D004760,Enterocolitis,2286
MESH:D006986,Hypervitaminosis A,2287
MESH:D007567,"Jaundice, Neonatal",2288
MESH:D020191,"Myoclonic Epilepsies, Progressive",2289
MESH:D013341,Sturge-Weber Syndrome,2290
MESH:D010864,Pilonidal Sinus,2291
MESH:D013088,Spermatocele,2292
MESH:D006848,Testicular Hydrocele,2293
MESH:D056806,"Urea Cycle Disorders, Inborn",2294
MESH:D007681,Kidney Papillary Necrosis,2295
MESH:D013122,Spinal Diseases,2296
MESH:D013364,Submandibular Gland Diseases,2297
MESH:D004820,Epidermolysis Bullosa,2298
MESH:D013132,Spinocerebellar Degenerations,2299
MESH:D018636,Hypoplastic Left Heart Syndrome,2300
MESH:D007571,Jaw Diseases,2301
MESH:C537358,Methylmalonic acidemia,2302
MESH:D034701,"Mastocytosis, Cutaneous",2303
MESH:D013121,Spinal Curvatures,2304
MESH:D000151,Acinetobacter Infections,2305
MESH:D045826,Flavobacteriaceae Infections,2306
MESH:D016066,"Pleural Effusion, Malignant",2307
MESH:D018256,Adenomatous Polyps,2308
MESH:C535935,"Cholestasis, progressive familial intrahepatic 3",2309
MESH:D017484,"Dermatitis, Phototoxic",2310
MESH:D011019,"Pneumonia, Mycoplasma",2311
MESH:C536827,Glomus vagale tumors,2312
MESH:D005536,Foot-and-Mouth Disease,2313
MESH:D054243,Vesicular Stomatitis,2314
MESH:D020314,Central Nervous System Fungal Infections,2315
MESH:C536694,Westphal disease,2316
MESH:D004169,Diphyllobothriasis,2317
MESH:D012552,Schistosomiasis,2318
MESH:D012554,Schistosomiasis japonica,2319
MESH:D014201,Trematode Infections,2320
MESH:D003095,Collagen Diseases,2321
MESH:D020220,Facial Nerve Injuries,2322
MESH:D015868,Pars Planitis,2323
MESH:D011693,Purpura,2324
MESH:D029502,"Anemia, Hypoplastic, Congenital",2325
MESH:D001607,Berylliosis,2326
MESH:D006392,"Hemangioma, Cavernous",2327
MESH:D055613,Multiple Pulmonary Nodules,2328
MESH:D009212,Myoglobinuria,2329
MESH:D018979,"Myositis, Inclusion Body",2330
MESH:D015436,"Panniculitis, Peritoneal",2331
MESH:D015493,"Paraparesis, Tropical Spastic",2332
MESH:D015423,Scleritis,2333
MESH:D020277,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",2334
MESH:D020201,"Brain Hemorrhage, Traumatic",2335
MESH:D005348,Fibrocystic Breast Disease,2336
MESH:D004393,"Dwarfism, Pituitary",2337
MESH:D000849,Anomia,2338
MESH:D001039,"Aphasia, Broca",2339
MESH:D006044,"Goiter, Nodular",2340
MESH:D006408,"Hematoma, Subdural",2341
MESH:D018240,Endodermal Sinus Tumor,2342
MESH:D018310,Sertoli-Leydig Cell Tumor,2343
MESH:D003389,Cranial Nerve Diseases,2344
MESH:D020437,Hypoglossal Nerve Diseases,2345
MESH:D004684,"Leukoencephalitis, Acute Hemorrhagic",2346
MESH:D009260,Nail Diseases,2347
MESH:D001260,Ataxia Telangiectasia,2348
MESH:D053713,Azoospermia,2349
MESH:D000077962,Body-Weight Trajectory,2350
MESH:D007627,Keloid,2351
MESH:D020263,"Lead Poisoning, Nervous System",2352
MESH:C562565,Uterine Anomalies,2353
MESH:C538481,Acquired CJD,2354
MESH:D020922,Sleep-Wake Transition Disorders,2355
OMIM:614160,MUSCLE HYPERTROPHY,2356
MESH:D009232,Myxoma,2357
MESH:D016103,Spinal Fractures,2358
MESH:D014846,Vulvar Neoplasms,2359
MESH:D006524,"Hepatitis, Viral, Animal",2360
MESH:D018186,Pneumovirus Infections,2361
MESH:D000007,Abdominal Injuries,2362
MESH:D000853,Anophthalmos,2363
MESH:D000067877,Autism Spectrum Disorder,2364
MESH:D044584,"Carcinoma, Ductal",2365
MESH:C537948,"Ceroid lipofuscinosis, neuronal 1, infantile",2366
MESH:D003111,Colonic Polyps,2367
MESH:D054144,"Heart Failure, Diastolic",2368
MESH:D007905,Lens Diseases,2369
MESH:D012600,Scoliosis,2370
MESH:D012751,Sezary Syndrome,2371
MESH:C536914,"Thyroid cancer, medullary",2372
MESH:D014898,Werner Syndrome,2373
MESH:D015785,"Eye Diseases, Hereditary",2374
MESH:D008415,Mastocytosis,2375
MESH:D019846,Miller Fisher Syndrome,2376
MESH:D020720,"Myasthenia Gravis, Autoimmune, Experimental",2377
MESH:D006478,"Hemorrhagic Fever, American",2378
MESH:D006479,"Hemorrhagic Fever, Crimean",2379
MESH:D006480,Hemorrhagic Fever with Renal Syndrome,2380
MESH:D007835,Lassa Fever,2381
MESH:D010217,Phlebotomus Fever,2382
MESH:D012088,Reoviridae Infections,2383
MESH:D013344,Subacute Sclerosing Panencephalitis,2384
MESH:D009304,Nasopharyngitis,2385
MESH:D009784,Occupational Diseases,2386
MESH:D010038,Otorhinolaryngologic Diseases,2387
MESH:D012178,Retinopathy of Prematurity,2388
MESH:D008850,Microphthalmos,2389
MESH:D003130,Combat Disorders,2390
MESH:D004314,Down Syndrome,2391
MESH:D011218,Prader-Willi Syndrome,2392
MESH:D058496,Smith-Magenis Syndrome,2393
MESH:D000306,Adrenal Cortex Neoplasms,2394
MESH:D052496,"Lipodystrophy, Familial Partial",2395
MESH:D000075224,Cardiac Conduction System Disease,2396
MESH:D000077273,"Thyroid Cancer, Papillary",2397
MESH:D000072717,Tertiary Lymphoid Structures,2398
MESH:D000077260,Sleepiness,2399
MESH:D057767,Kashin-Beck Disease,2400
MESH:C536166,Keshan disease,2401
MESH:D019052,"Depression, Postpartum",2402
MESH:D000026,"Abortion, Habitual",2403
MESH:D014646,Varicocele,2404
MESH:D016638,Critical Illness,2405
MESH:D020833,Diffuse Axonal Injury,2406
MESH:C538646,"High serum cholesterol, familial",2407
MESH:C563476,Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal Dementia,2408
MESH:D016891,"Polycystic Kidney, Autosomal Dominant",2409
MESH:D017443,"Skin Diseases, Eczematous",2410
MESH:D020163,Ornithine Carbamoyltransferase Deficiency Disease,2411
MESH:D056693,Propionic Acidemia,2412
MESH:D000137,Acid-Base Imbalance,2413
MESH:D014075,Tooth Discoloration,2414
MESH:D008202,Lymphangioma,2415
MESH:D014648,Varicose Veins,2416
MESH:C572845,"Thyroid cancer, follicular",2417
MESH:D015526,AIDS Dementia Complex,2418
MESH:D018549,Cryptogenic Organizing Pneumonia,2419
MESH:D018324,"Hemangioma, Capillary",2420
MESH:D013716,Tennis Elbow,2421
MESH:D003638,Deafness,2422
MESH:D008587,"Meningitis, Viral",2423
MESH:D007340,Insulinoma,2424
MESH:D002825,Chorioretinitis,2425
MESH:D010229,Paracoccidioidomycosis,2426
MESH:D000361,Agammaglobulinemia,2427
MESH:D054066,"Leukemia, Large Granular Lymphocytic",2428
MESH:D000072657,ST Elevation Myocardial Infarction,2429
MESH:D018221,"Fibromatosis, Abdominal",2430
MESH:D001850,"Bone Diseases, Infectious",2431
MESH:D051271,"Headache Disorders, Secondary",2432
MESH:D020225,Sagittal Sinus Thrombosis,2433
MESH:D018567,"Breast Neoplasms, Male",2434
MESH:D018317,Nerve Sheath Neoplasms,2435
MESH:D016878,POEMS Syndrome,2436
MESH:D052801,Male Urogenital Diseases,2437
MESH:D012829,Silicosis,2438
MESH:D018921,Leukostasis,2439
MESH:D008088,Listeriosis,2440
MESH:D010305,Parotid Diseases,2441
MESH:D004478,Ectoparasitic Infestations,2442
MESH:D005316,Fetal Distress,2443
MESH:D007713,Klinefelter Syndrome,2444
MESH:D004422,Dystonia Musculorum Deformans,2445
MESH:C535841,Hashimoto's encephalitis,2446
MESH:D016849,"Keratitis, Herpetic",2447
MESH:D021183,Peanut Hypersensitivity,2448
MESH:D003560,Cysts,2449
MESH:D000189,Actinobacillus Infections,2450
MESH:D005674,Fusobacterium Infections,2451
MESH:D005871,Castleman Disease,2452
MESH:D051261,"Granulomatosis, Orofacial",2453
MESH:D054747,Histiocytic Sarcoma,2454
MESH:D018318,"Neurofibroma, Plexiform",2455
MESH:D016183,Murine Acquired Immunodeficiency Syndrome,2456
MESH:D019462,"Syncope, Vasovagal",2457
MESH:D001602,Beriberi,2458
MESH:D014899,Wernicke Encephalopathy,2459
MESH:D059327,Brachydactyly,2460
MESH:D004480,Ectromelia,2461
MESH:D000078064,Gestational Weight Gain,2462
MESH:D018242,"Neuroectodermal Tumors, Primitive",2463
MESH:D002349,Carpal Tunnel Syndrome,2464
MESH:D050031,Hashimoto Disease,2465
MESH:D001102,Arbovirus Infections,2466
MESH:D018917,"Optic Neuropathy, Ischemic",2467
MESH:D005884,Gingival Hemorrhage,2468
MESH:D001762,Blepharitis,2469
MESH:D003231,Conjunctivitis,2470
MESH:D015817,Eye Infections,2471
MESH:C537055,Alopecia universalis,2472
MESH:D015352,Dry Eye Syndromes,2473
MESH:D006467,Hemophilia A,2474
MESH:D053578,Opsoclonus-Myoclonus Syndrome,2475
MESH:D002822,Choriocarcinoma,2476
MESH:D007911,Lentigo,2477
MESH:C562992,Lung agenesis,2478
MESH:D014983,Xeroderma Pigmentosum,2479
MESH:D012223,"Rhinitis, Vasomotor",2480
MESH:C535306,2-Hydroxyglutaricaciduria,2481
MESH:D012553,Schistosomiasis haematobia,2482
MESH:D005211,Fascioliasis,2483
MESH:D002137,Calculi,2484
MESH:D016659,Psoas Abscess,2485
MESH:D009914,Oral Submucous Fibrosis,2486
MESH:D000820,Animal Diseases,2487
MESH:D000168,Acrocephalosyndactylia,2488
MESH:D015518,Rett Syndrome,2489
MESH:C538525,Mitochondrial encephalopathy,2490
MESH:C535933,"Cholestasis, progressive familial intrahepatic 1",2491
MESH:C535932,Intrahepatic Cholestasis of Pregnancy,2492
MESH:D017094,"Porphyrias, Hepatic",2493
MESH:D006560,Herpes Labialis,2494
MESH:D013342,Stuttering,2495
MESH:D020268,"Alcohol-Induced Disorders, Nervous System",2496
MESH:D012909,Snake Bites,2497
MESH:C569516,Trichophyton infection,2498
MESH:D038261,Alexander Disease,2499
MESH:C535803,succinic semialdehyde dehydrogenase deficiency,2500
MESH:D005242,Fecal Incontinence,2501
MESH:D013120,Spinal Cord Neoplasms,2502
MESH:D013125,Spinal Neoplasms,2503
MESH:D018307,"Neoplasms, Squamous Cell",2504
MESH:D014802,Vitamin A Deficiency,2505
